Salesid,CustomerID,ProductID,OrderID,Quantity,UnitPrice,TotalPrice
203,7157,734,203,2,91.0,182.0
204,5051,290,204,8,618.49,4947.92
205,8073,184,205,5,695.03,3475.15
206,9942,387,206,10,677.61,6776.1
207,3251,866,207,9,889.36,8004.24
208,7099,694,208,3,338.2,1014.6
209,8748,548,209,8,165.83,1326.64
210,3320,602,210,9,123.65,1112.85
211,7917,238,211,10,626.93,6269.3
212,3925,369,212,6,998.86,5993.16
213,1156,244,213,2,78.46,156.92
214,1143,111,214,2,614.83,1229.66
215,8405,809,215,1,210.63,210.63
216,4605,968,216,5,426.07,2130.35
217,5421,560,217,2,261.94,523.88
218,6908,535,218,7,124.01,868.07
219,7109,840,219,1,246.5,246.5
220,1841,177,220,3,255.98,767.94
221,5370,399,221,7,19.37,135.59
222,7702,257,222,8,266.73,2133.84
223,8128,124,223,5,578.43,2892.15
224,5604,313,224,7,771.07,5397.49
225,4491,975,225,6,902.62,5415.72
226,9547,743,226,6,980.58,5883.48
227,3912,885,227,6,766.36,4598.16
228,1037,124,228,1,75.8,75.8
229,9918,771,229,8,56.58,452.64
230,6951,100,230,3,767.62,2302.86
231,5907,687,231,10,55.78,557.8
232,8900,530,232,5,897.15,4485.75
233,7236,647,233,6,302.16,1812.96
234,7559,292,234,6,920.95,5525.7
235,2803,288,235,8,416.62,3332.96
236,3583,112,236,7,998.0,6986.0
237,3818,956,237,3,895.45,2686.35
238,8493,884,238,4,804.51,3218.04
239,1470,644,239,3,643.43,1930.29
240,1722,661,240,10,181.36,1813.6
241,2598,294,241,10,827.48,8274.8
242,1769,701,242,4,436.61,1746.44
243,5010,788,243,4,690.98,2763.92
244,5876,631,244,5,182.37,911.85
245,7268,277,245,7,920.58,6444.06
246,3863,295,246,10,890.33,8903.3
247,8774,204,247,6,674.15,4044.9
248,5614,114,248,2,701.25,1402.5
249,8662,224,249,5,900.81,4504.05
250,8641,917,250,5,951.57,4757.85
251,4244,835,251,6,772.47,4634.82
252,1559,345,252,10,837.77,8377.7
253,9814,331,253,2,940.91,1881.82
254,1929,830,254,1,713.47,713.47
255,5647,280,255,10,615.5,6155.0
256,6371,103,256,3,934.03,2802.09
257,8234,242,257,2,575.68,1151.36
258,4450,854,258,2,587.07,1174.14
259,9166,439,259,9,436.44,3927.96
260,1573,542,260,4,130.99,523.96
261,7968,409,261,2,634.72,1269.44
262,3360,698,262,9,328.77,2958.93
263,7777,492,263,1,156.84,156.84
264,3203,781,264,2,906.15,1812.3
265,4641,626,265,10,958.41,9584.1
266,7469,443,266,6,752.49,4514.94
267,9993,365,267,4,316.19,1264.76
268,8506,608,268,1,43.75,43.75
269,1162,845,269,4,415.46,1661.84
270,6209,163,270,9,694.86,6253.74
271,6419,622,271,2,201.67,403.34
272,3150,788,272,6,424.79,2548.74
273,4648,901,273,3,563.37,1690.11
274,8811,331,274,3,80.81,242.43
275,6762,473,275,3,636.53,1909.59
276,5692,936,276,3,281.89,845.67
277,5618,894,277,7,881.66,6171.62
278,7736,233,278,6,353.87,2123.22
279,1182,514,279,9,944.53,8500.77
280,3492,241,280,5,546.48,2732.4
281,2730,657,281,7,454.6,3182.2
282,3349,783,282,3,678.78,2036.34
283,3620,528,283,5,460.51,2302.55
284,1490,620,284,5,686.0,3430.0
285,3445,416,285,9,801.51,7213.59
286,4167,817,286,7,167.58,1173.06
287,2676,587,287,5,884.5,4422.5
288,7084,524,288,6,107.29,643.74
289,4212,487,289,6,517.51,3105.06
290,8612,643,290,5,895.75,4478.75
291,2958,286,291,9,48.96,440.64
292,1266,474,292,5,244.6,1223.0
293,8074,442,293,2,873.62,1747.24
294,4219,551,294,10,472.54,4725.4
295,7896,318,295,8,646.69,5173.52
296,3202,993,296,1,69.77,69.77
297,7034,805,297,10,425.07,4250.7
298,2356,445,298,8,666.68,5333.44
299,8758,882,299,9,718.31,6464.79
300,4152,295,300,10,68.17,681.7
301,8300,966,301,1,252.22,252.22
302,8962,874,302,10,142.47,1424.7
303,8342,606,303,3,334.24,1002.72
304,8027,511,304,1,616.54,616.54
305,5025,317,305,3,945.19,2835.57
306,4137,563,306,4,373.34,1493.36
307,7340,774,307,9,254.17,2287.53
308,3581,956,308,1,649.05,649.05
309,7528,222,309,5,612.47,3062.35
310,1084,389,310,1,294.37,294.37
311,1865,918,311,3,724.4,2173.2
312,3358,941,312,7,653.29,4573.03
313,2418,986,313,4,458.35,1833.4
314,4393,374,314,2,682.09,1364.18
315,6444,591,315,5,436.6,2183.0
316,6307,862,316,5,490.36,2451.8
317,4963,256,317,10,338.18,3381.8
318,2013,411,318,4,839.63,3358.52
319,6535,893,319,6,994.71,5968.26
320,9134,907,320,3,275.87,827.61
321,6695,314,321,10,348.73,3487.3
322,6112,330,322,3,842.69,2528.07
323,7948,441,323,2,977.06,1954.12
324,5011,507,324,3,138.34,415.02
325,7150,400,325,5,591.73,2958.65
326,1509,322,326,8,910.93,7287.44
327,6462,781,327,6,391.52,2349.12
328,3794,748,328,8,980.63,7845.04
329,8470,129,329,4,953.72,3814.88
330,3249,731,330,9,115.77,1041.93
331,7726,881,331,4,462.58,1850.32
332,8877,614,332,4,940.21,3760.84
333,3708,268,333,7,123.53,864.71
334,6934,186,334,2,168.22,336.44
335,5858,102,335,6,836.67,5020.02
336,6987,751,336,9,439.89,3959.01
337,4351,239,337,6,919.68,5518.08
338,4263,694,338,8,322.58,2580.64
339,2946,415,339,2,91.86,183.72
340,4445,595,340,8,603.48,4827.84
341,1098,370,341,7,310.79,2175.53
342,3712,468,342,5,271.14,1355.7
343,8476,926,343,6,763.23,4579.38
344,4671,831,344,6,467.5,2805.0
345,5641,616,345,2,905.26,1810.52
346,8490,491,346,1,793.35,793.35
347,9526,788,347,1,670.83,670.83
348,6441,281,348,9,922.4,8301.6
349,3412,607,349,5,568.36,2841.8
350,5776,861,350,8,786.18,6289.44
351,7216,659,351,7,555.31,3887.17
352,6557,837,352,5,512.34,2561.7
353,8545,682,353,10,209.4,2094.0
354,8820,245,354,9,412.51,3712.59
355,8303,154,355,9,627.68,5649.12
356,7244,490,356,10,82.89,828.9
357,2250,211,357,9,699.35,6294.15
358,4801,353,358,3,831.03,2493.09
359,8087,301,359,6,483.55,2901.3
360,2106,601,360,2,461.59,923.18
361,1072,960,361,8,473.51,3788.08
362,3218,433,362,3,980.77,2942.31
363,2248,778,363,6,689.18,4135.08
364,2967,109,364,2,372.75,745.5
365,3378,999,365,4,689.56,2758.24
366,2337,267,366,6,827.42,4964.52
367,4659,318,367,4,604.11,2416.44
368,9024,531,368,1,744.39,744.39
369,4348,649,369,1,95.11,95.11
370,8717,126,370,9,684.83,6163.47
371,5694,805,371,7,480.78,3365.46
372,9314,285,372,7,576.41,4034.87
373,3897,110,373,8,327.23,2617.84
374,3911,212,374,4,454.31,1817.24
375,4902,377,375,7,193.23,1352.61
376,5008,145,376,6,750.61,4503.66
377,6542,962,377,6,750.05,4500.3
378,3641,345,378,1,471.23,471.23
379,5023,630,379,8,964.3,7714.4
380,1343,208,380,6,40.5,243.0
381,8405,666,381,8,361.77,2894.16
382,3333,336,382,4,862.29,3449.16
383,3432,950,383,3,690.06,2070.18
384,1754,120,384,4,599.57,2398.28
385,1560,798,385,1,553.4,553.4
386,3506,548,386,9,572.45,5152.05
387,9935,224,387,2,490.86,981.72
388,3472,819,388,3,179.78,539.34
389,1977,466,389,1,35.63,35.63
390,3703,508,390,5,331.75,1658.75
391,6594,434,391,7,299.02,2093.14
392,9992,581,392,4,776.39,3105.56
393,5398,279,393,4,595.93,2383.72
394,3705,154,394,3,357.87,1073.61
395,3773,599,395,6,236.55,1419.3
396,1733,789,396,8,668.02,5344.16
397,2897,471,397,2,24.5,49.0
398,5338,177,398,5,929.49,4647.45
399,8136,215,399,1,649.81,649.81
400,7804,394,400,10,589.24,5892.4
401,4822,980,401,2,151.94,303.88
402,6271,743,402,9,893.78,8044.02
403,6847,597,403,6,891.66,5349.96
404,8402,664,404,6,889.79,5338.74
405,1636,680,405,9,764.15,6877.35
406,6362,234,406,5,521.54,2607.7
407,6694,184,407,5,801.04,4005.2
408,8880,329,408,4,580.92,2323.68
409,4409,267,409,2,20.02,40.04
410,2759,316,410,7,558.22,3907.54
411,4360,149,411,4,709.37,2837.48
412,1952,100,412,9,54.73,492.57
413,4378,158,413,7,924.96,6474.72
414,3833,619,414,5,912.12,4560.6
415,3542,962,415,6,299.72,1798.32
416,8418,371,416,4,781.67,3126.68
417,9642,178,417,8,199.92,1599.36
418,4992,612,418,8,656.29,5250.32
419,8268,214,419,5,569.23,2846.15
420,1925,383,420,8,951.93,7615.44
421,1653,397,421,5,268.42,1342.1
422,1343,347,422,9,471.82,4246.38
423,1934,623,423,2,395.31,790.62
424,6122,133,424,8,38.35,306.8
425,6934,871,425,8,345.08,2760.64
426,3089,568,426,2,485.16,970.32
427,4900,810,427,3,175.64,526.92
428,5748,824,428,8,410.92,3287.36
429,6067,294,429,1,453.62,453.62
430,5341,932,430,10,460.85,4608.5
431,6462,845,431,6,568.92,3413.52
432,7864,708,432,3,820.79,2462.37
433,9999,727,433,4,192.43,769.72
434,7060,791,434,2,494.24,988.48
435,3975,569,435,4,29.51,118.04
436,5546,578,436,3,337.42,1012.26
437,7058,362,437,1,583.71,583.71
438,7523,788,438,2,664.64,1329.28
439,3643,224,439,10,902.61,9026.1
440,4690,937,440,3,305.26,915.78
441,1638,927,441,7,872.84,6109.88
442,8514,126,442,1,757.53,757.53
443,4661,124,443,5,913.52,4567.6
444,6468,995,444,6,786.17,4717.02
445,5779,400,445,7,605.4,4237.8
446,7587,449,446,4,764.42,3057.68
447,3496,523,447,2,119.83,239.66
448,8152,803,448,8,256.06,2048.48
449,4161,143,449,10,34.55,345.5
450,4650,310,450,10,221.42,2214.2
451,5530,767,451,9,562.64,5063.76
452,9534,319,452,7,479.07,3353.49
453,8064,169,453,3,649.83,1949.49
454,3508,218,454,9,297.86,2680.74
455,8539,260,455,1,658.45,658.45
456,9050,878,456,10,606.1,6061.0
457,3610,622,457,3,850.41,2551.23
458,7675,309,458,6,881.93,5291.58
459,5187,836,459,1,529.46,529.46
460,6419,663,460,8,590.66,4725.28
461,5104,733,461,9,528.1,4752.9
462,6638,617,462,8,795.71,6365.68
463,3495,464,463,10,139.29,1392.9
464,3039,804,464,8,699.0,5592.0
465,6375,884,465,2,745.63,1491.26
466,6645,813,466,3,432.79,1298.37
467,8474,553,467,3,485.58,1456.74
468,4135,980,468,7,771.86,5403.02
469,2383,167,469,10,351.25,3512.5
470,9471,725,470,9,40.88,367.92
471,5269,878,471,7,698.22,4887.54
472,9926,368,472,7,679.9,4759.3
473,5219,815,473,10,72.34,723.4
474,8681,994,474,3,969.87,2909.61
475,1847,959,475,10,488.84,4888.4
476,4699,561,476,1,95.45,95.45
477,5354,602,477,4,265.46,1061.84
478,2024,652,478,5,571.91,2859.55
479,8841,263,479,8,712.47,5699.76
480,8936,624,480,1,680.67,680.67
481,4944,951,481,5,738.97,3694.85
482,9632,146,482,10,99.08,990.8
483,7603,934,483,5,746.83,3734.15
484,4126,933,484,5,275.2,1376.0
485,1133,714,485,9,667.51,6007.59
486,5112,763,486,8,746.1,5968.8
487,4425,966,487,6,885.33,5311.98
488,5006,186,488,4,445.67,1782.68
489,4135,960,489,10,381.47,3814.7
490,5002,180,490,1,783.69,783.69
491,4305,494,491,7,301.59,2111.13
492,9162,887,492,2,332.7,665.4
493,7197,518,493,3,420.15,1260.45
494,8843,359,494,2,552.28,1104.56
495,6412,676,495,10,690.12,6901.2
496,6851,737,496,6,678.65,4071.9
497,4359,332,497,3,144.67,434.01
498,5775,949,498,6,509.14,3054.84
499,5925,721,499,8,98.51,788.08
500,8492,941,500,6,320.99,1925.94
501,2861,317,501,10,479.21,4792.1
502,7257,504,502,5,94.48,472.4
503,6238,198,503,3,579.61,1738.83
504,3521,625,504,2,36.09,72.18
505,7882,906,505,3,301.77,905.31
506,6159,755,506,7,811.42,5679.94
507,7754,406,507,1,943.51,943.51
508,5236,280,508,8,705.57,5644.56
509,6265,847,509,8,664.61,5316.88
510,8607,743,510,1,614.99,614.99
511,6233,966,511,10,632.58,6325.8
512,7417,253,512,2,946.83,1893.66
513,9549,975,513,6,428.34,2570.04
514,1265,638,514,7,295.75,2070.25
515,9642,647,515,7,138.34,968.38
516,4810,458,516,1,939.0,939.0
517,3472,442,517,4,921.31,3685.24
518,2097,371,518,4,482.37,1929.48
519,3063,548,519,6,945.02,5670.12
520,1114,438,520,8,144.64,1157.12
521,9041,744,521,5,404.14,2020.7
522,9324,482,522,4,304.57,1218.28
523,9105,234,523,2,835.45,1670.9
524,7617,248,524,6,747.0,4482.0
525,2795,682,525,1,54.0,54.0
526,4667,340,526,5,480.04,2400.2
527,2552,617,527,3,430.22,1290.66
528,5499,533,528,1,412.96,412.96
529,4284,581,529,8,639.43,5115.44
530,9475,108,530,8,899.35,7194.8
531,9903,412,531,5,712.71,3563.55
532,3645,577,532,8,79.6,636.8
533,2042,101,533,2,286.96,573.92
534,6848,101,534,7,139.92,979.44
535,5149,497,535,8,771.8,6174.4
536,2800,625,536,10,382.69,3826.9
537,8256,386,537,8,536.77,4294.16
538,4794,491,538,5,295.47,1477.35
539,2510,811,539,2,73.02,146.04
540,6781,402,540,2,458.74,917.48
541,7559,860,541,4,611.29,2445.16
542,4248,195,542,9,419.69,3777.21
543,5320,267,543,4,911.68,3646.72
544,6873,662,544,8,980.59,7844.72
545,9252,676,545,3,734.64,2203.92
546,1728,412,546,4,272.79,1091.16
547,7113,907,547,5,470.75,2353.75
548,3011,276,548,10,653.6,6536.0
549,7258,533,549,2,326.4,652.8
550,5219,702,550,7,516.62,3616.34
551,4481,441,551,8,100.72,805.76
552,3160,217,552,7,803.39,5623.73
553,1368,758,553,2,655.03,1310.06
554,4741,869,554,9,621.76,5595.84
555,7019,921,555,9,871.26,7841.34
556,7136,559,556,8,425.28,3402.24
557,7920,554,557,7,569.35,3985.45
558,8519,812,558,7,384.63,2692.41
559,4693,996,559,9,913.43,8220.87
560,2913,977,560,6,21.14,126.84
561,2867,701,561,6,628.13,3768.78
562,2286,621,562,4,412.69,1650.76
563,7011,194,563,2,22.38,44.76
564,5188,185,564,5,671.73,3358.65
565,5256,424,565,3,411.43,1234.29
566,1989,920,566,6,890.88,5345.28
567,9698,334,567,8,158.27,1266.16
568,1844,312,568,3,154.42,463.26
569,1090,469,569,10,929.22,9292.2
570,1435,430,570,2,333.28,666.56
571,2042,656,571,10,729.79,7297.9
572,9045,835,572,5,290.98,1454.9
573,1669,489,573,4,941.0,3764.0
574,6201,230,574,10,720.13,7201.3
575,3679,887,575,4,616.11,2464.44
576,7537,673,576,3,218.42,655.26
577,7303,755,577,10,157.71,1577.1
578,2652,386,578,9,519.21,4672.89
579,3979,915,579,10,231.56,2315.6
580,6741,408,580,2,401.21,802.42
581,4843,340,581,1,541.99,541.99
582,4266,826,582,2,958.32,1916.64
583,6104,644,583,5,60.31,301.55
584,3517,110,584,2,884.05,1768.1
585,1349,757,585,8,579.34,4634.72
586,1371,552,586,3,985.23,2955.69
587,9976,475,587,7,253.5,1774.5
588,5523,495,588,7,76.19,533.33
589,6241,128,589,7,698.73,4891.11
590,8346,813,590,10,98.7,987.0
591,2861,363,591,10,342.03,3420.3
592,7465,366,592,3,478.56,1435.68
593,6650,775,593,8,685.71,5485.68
594,9199,933,594,7,253.29,1773.03
595,2428,155,595,6,320.78,1924.68
596,4801,524,596,5,71.44,357.2
597,5161,634,597,3,51.16,153.48
598,8593,911,598,2,984.95,1969.9
599,8889,784,599,4,698.12,2792.48
600,8250,385,600,10,97.72,977.2
601,1917,691,601,5,250.24,1251.2
602,3485,454,602,4,993.16,3972.64
603,2172,949,603,10,711.08,7110.8
604,5253,847,604,5,540.51,2702.55
605,4320,334,605,5,899.56,4497.8
606,1473,569,606,10,380.22,3802.2
607,3909,502,607,10,92.08,920.8
608,9535,700,608,7,108.77,761.39
609,6023,926,609,10,740.45,7404.5
610,7900,852,610,2,317.45,634.9
611,1057,855,611,6,160.72,964.32
612,7258,811,612,1,700.28,700.28
613,7119,829,613,8,574.55,4596.4
614,6854,932,614,4,176.48,705.92
615,2154,320,615,5,506.74,2533.7
616,2096,727,616,4,720.51,2882.04
617,4084,848,617,10,826.68,8266.8
618,8966,988,618,4,191.34,765.36
619,8656,965,619,10,311.37,3113.7
620,7209,627,620,2,339.06,678.12
621,7696,203,621,10,148.31,1483.1
622,8597,628,622,5,138.27,691.35
623,6290,247,623,5,973.52,4867.6
624,8439,309,624,2,720.44,1440.88
625,5366,498,625,3,375.93,1127.79
626,3540,713,626,2,606.04,1212.08
627,5823,323,627,1,915.23,915.23
628,2693,824,628,7,973.73,6816.11
629,4158,785,629,5,681.47,3407.35
630,6393,622,630,5,779.28,3896.4
631,9435,257,631,9,148.76,1338.84
632,4082,225,632,9,297.23,2675.07
633,5865,406,633,6,245.84,1475.04
634,2964,579,634,1,350.43,350.43
635,2810,631,635,3,453.55,1360.65
636,6516,466,636,4,594.56,2378.24
637,4861,944,637,2,254.74,509.48
638,3925,565,638,9,761.19,6850.71
639,5417,196,639,10,310.49,3104.9
640,3177,413,640,2,105.29,210.58
641,7202,867,641,3,32.22,96.66
642,8825,412,642,6,136.42,818.52
643,1067,397,643,1,195.2,195.2
644,1583,686,644,10,686.26,6862.6
645,7089,817,645,3,327.79,983.37
646,5096,382,646,9,804.32,7238.88
647,4171,609,647,8,313.99,2511.92
648,7441,127,648,3,234.83,704.49
649,7956,615,649,9,142.7,1284.3
650,8351,986,650,3,50.77,152.31
651,6799,147,651,3,430.81,1292.43
652,8932,722,652,4,520.54,2082.16
653,8666,904,653,4,155.1,620.4
654,8136,435,654,6,573.57,3441.42
655,8025,816,655,5,274.3,1371.5
656,7029,240,656,2,185.66,371.32
657,1263,261,657,3,198.54,595.62
658,8184,156,658,9,493.5,4441.5
659,3171,468,659,6,509.26,3055.56
660,9332,814,660,7,363.79,2546.53
661,7216,315,661,10,233.85,2338.5
662,1955,414,662,5,886.36,4431.8
663,5365,565,663,5,609.79,3048.95
664,9431,484,664,10,466.51,4665.1
665,1706,501,665,5,962.1,4810.5
666,9132,490,666,6,156.06,936.36
667,1407,256,667,7,343.13,2401.91
668,5707,606,668,9,657.85,5920.65
669,3935,830,669,3,441.78,1325.34
670,6122,757,670,8,114.68,917.44
671,2932,180,671,1,939.86,939.86
672,7755,237,672,2,59.97,119.94
673,4052,279,673,1,850.9,850.9
674,3152,358,674,9,342.79,3085.11
675,8756,633,675,1,35.29,35.29
676,1996,173,676,7,237.29,1661.03
677,9809,932,677,6,589.14,3534.84
678,9867,314,678,3,218.91,656.73
679,9712,375,679,4,13.23,52.92
680,4259,324,680,10,811.85,8118.5
681,2767,329,681,6,268.08,1608.48
682,9395,517,682,3,241.28,723.84
683,8555,206,683,5,950.44,4752.2
684,6946,130,684,1,887.38,887.38
685,7205,941,685,6,745.42,4472.52
686,7695,376,686,1,73.35,73.35
687,2102,408,687,8,891.09,7128.72
688,3441,432,688,3,516.69,1550.07
689,2950,236,689,4,294.17,1176.68
690,3669,515,690,2,576.96,1153.92
691,7137,539,691,10,862.41,8624.1
692,8734,167,692,1,697.79,697.79
693,6656,338,693,9,886.05,7974.45
694,4559,300,694,8,425.44,3403.52
695,7764,337,695,8,588.99,4711.92
696,3605,610,696,2,457.75,915.5
697,2930,190,697,7,35.51,248.57
698,3768,918,698,1,78.86,78.86
699,6994,571,699,1,20.84,20.84
700,5367,979,700,4,759.94,3039.76
701,4630,907,701,8,642.97,5143.76
702,7810,787,702,7,981.11,6867.77
703,2492,563,703,6,236.1,1416.6
704,3908,375,704,1,893.87,893.87
705,1231,300,705,10,114.6,1146.0
